,userID,artistID,weight
19053,413,701,4817
13773,299,298,453
30268,662,9080,1470
66072,1488,7902,9
79034,1788,679,3202
33451,728,1787,1021
37716,826,190,30
61421,1381,229,65
89655,2028,2672,745
31887,695,851,32
8170,175,360,3003
68172,1535,3081,585
64446,1452,294,151
40593,893,10879,477
55574,1238,425,570
85894,1944,779,182
65745,1480,191,310
22634,490,2014,641
35455,773,9928,3136
2311,49,1506,78
30180,661,8425,269
323,8,340,800
79384,1795,352,250
48132,1069,8380,333
19252,417,913,190
10004,215,533,35
22333,484,732,127
317,8,334,6291
13633,296,5382,4
13575,295,942,329
18899,410,6599,125
6785,143,987,926
66290,1492,14906,20
51781,1152,12709,183
45471,1009,378,296
78151,1770,605,925
82752,1867,17269,1
26984,585,11394,398
67955,1531,3435,267
76587,1729,234,139
87375,1978,4180,89
2318,50,163,759
92265,2087,543,582
41627,917,1424,2200
57849,1294,1934,61
36141,790,1462,213
5033,106,2703,1556
65431,1473,9384,157
22907,496,959,867
41171,908,2963,107
91707,2072,1021,2523
46042,1022,155,1426
63676,1434,1936,281
84729,1915,17576,37
25321,549,7929,786
74924,1691,2672,133
7049,148,3351,212
4312,90,2468,89
78758,1783,56,357
80514,1819,12254,41
72152,1628,458,186
43670,965,466,1267
76353,1724,2601,52
889,20,775,102
77908,1764,527,144
34957,762,1019,38
72495,1637,225,929
80696,1823,542,417
76238,1722,161,60
12243,264,4990,409
36460,798,10093,139
91173,2060,10956,137
54621,1217,2139,222
7884,168,1956,756
72788,1643,67,399
6443,135,1066,1128
27740,606,52,801
64636,1455,5310,3598
31752,692,7935,5332
40976,904,1375,87
17696,383,5147,129
65938,1484,14839,89
40692,896,7530,430
35933,786,1552,202
27040,587,65,1789
88490,2003,1062,129
47620,1057,701,1164
3136,66,1122,399
69816,1574,3769,236
72019,1625,15673,8
83111,1877,1246,96
51091,1136,7706,138
19908,432,4850,741
81168,1832,2083,962
87080,1972,17955,125
16846,363,182,814
78215,1771,331,201
51045,1136,55,180
58479,1310,534,1
38156,835,4165,76
48717,1082,3057,401
31112,679,1580,109
37785,827,2781,295
24567,533,7849,117
38393,840,4092,455
33438,728,517,2083
20807,452,4975,22
31216,681,9240,329
92806,2100,6258,403
67907,1530,732,294
62016,1394,2176,764
39106,855,716,468
69229,1560,89,1949
64763,1458,461,51
50609,1125,880,93
45033,999,355,80
46417,1029,997,200
55851,1244,13422,273
55203,1230,13333,6
79793,1803,16769,133
31444,686,880,1568
51670,1150,3178,1206
53570,1192,859,503
74574,1684,3217,4
83036,1874,17301,159
42358,934,230,95
43729,966,2521,773
85440,1931,17687,16
45150,1002,701,98
15206,329,3466,1422
86241,1952,228,101
91838,2077,182,200
45600,1011,1680,252
50779,1130,1424,167
83753,1894,293,559
54868,1223,228,901
35328,771,1402,7
88541,2004,289,5192
88009,1992,1878,707
79198,1791,1936,224
28788,631,230,579
76767,1733,3717,292
569,13,352,2
86350,1955,630,31
51246,1140,196,160
30688,671,538,101
86198,1951,2415,420
12501,270,1186,2
26818,582,2586,3122
58997,1323,6196,465
46207,1025,733,210
42313,933,425,717
6621,140,196,540
86528,1958,17886,159
11933,258,2019,6
33954,738,1527,175
41751,921,198,953
12091,261,4943,385
60740,1366,907,142
68317,1538,920,16
52551,1171,251,67
66498,1497,4790,233
83197,1880,288,3139
5469,116,276,145
44561,987,689,344
56529,1263,13553,377
30472,666,9150,163
33388,727,9593,1041
64013,1442,964,335
12371,267,464,638
7054,148,3356,198
42968,950,4180,362
16699,360,2500,30
77835,1761,16511,87
27387,595,4680,2581
12234,264,4075,1863
88159,1995,2676,5227
31271,682,5950,264
44061,976,1859,36
83276,1881,2523,395
84310,1906,377,952
33883,737,228,305
6624,140,207,1058
65812,1481,1515,3292
86117,1949,4115,265
2253,48,1470,52
68387,1539,15234,15
81607,1842,2342,273
79661,1801,2673,109
65591,1477,2149,27
35421,773,220,1698
37056,812,3236,288
82918,1872,2839,431
85693,1938,199,1118
87425,1979,2521,136
32340,705,289,1199
71271,1606,689,2563
19048,413,526,336
51804,1153,229,1122
84002,1899,226,396
27714,605,709,538
25434,552,5063,3
67394,1517,279,752
78908,1786,89,339
46181,1024,11824,328
60428,1358,407,324
83447,1887,920,153
14947,324,4611,616
9123,195,1412,10
53324,1187,4058,138
38864,850,6232,1050
34650,756,424,19
68259,1537,680,32
14602,316,5605,346
67982,1531,15206,342
78692,1781,13517,153
32079,699,159,1068
23703,513,1958,329
82979,1873,982,210
57008,1276,11401,114
82810,1869,789,433
25141,546,841,922
90383,2043,217,509
65632,1477,14778,11
50217,1116,9904,23
21839,473,2980,162
42751,943,527,29
31599,689,531,17
27609,603,1700,252
91065,2058,1604,31
48018,1067,3430,371
9438,203,4174,56
35020,763,1859,171
84917,1920,683,285
40373,888,1378,322
32335,704,9398,7
38284,838,1098,574
85299,1929,316,930
21800,472,686,178
91334,2065,191,376
88571,2004,6245,275
77597,1755,56,148
81374,1838,57,190
87688,1986,380,168
47710,1060,1412,1359
85435,1931,13362,24
42736,943,88,117
10569,228,4520,25
61747,1387,3411,131
38327,839,537,746
54651,1217,13224,258
26422,574,2661,328
55600,1238,8837,265
10427,225,3028,1730
25993,566,72,4101
51318,1143,699,175
31275,683,51,3127
9414,203,1180,133
53430,1189,1032,340
50103,1113,317,164
37097,813,1098,250
24488,532,1036,195
51629,1149,4493,13
6068,128,96,811
47251,1050,629,771
72,3,123,104
40773,898,316,393
27683,604,5767,807
75098,1695,604,79
91313,2064,1151,21
9337,201,4144,81
70915,1596,3774,1142
38664,846,2486,963
41853,924,247,111
20499,444,6975,83
48646,1081,229,9
66881,1504,15084,2666
78059,1768,324,195
57508,1287,3239,68
87911,1990,3708,24
29162,638,538,438
92604,2095,18668,161
54101,1205,13098,2
31693,691,302,589
21358,463,7167,14
19844,431,707,1620
69377,1563,15343,5
31772,692,9301,400
42847,948,1547,190
87692,1986,707,728
78918,1786,344,48
26437,574,8195,91
88835,2010,88,607
2385,51,1249,478
7095,149,1044,628
2132,46,333,1165
86322,1954,1860,43
9888,212,4335,37
17607,382,1611,704
88449,2001,826,435
40513,891,864,362
51182,1138,8231,610
60240,1354,860,87
32916,716,4099,1826
69355,1563,5238,5
67522,1519,1048,60
46445,1030,814,640
55397,1234,8002,395
66000,1486,221,25
40945,903,10953,2162
91559,2069,1045,313
6535,137,418,320
86848,1966,412,624
82702,1866,17238,213
78524,1778,237,499
37558,822,10396,1113
17195,369,6230,181
69887,1576,737,393
70875,1595,15477,314
23126,500,7492,11
4346,91,2479,939
46570,1033,959,595
54326,1211,3430,184
62425,1404,4532,786
22414,485,7386,32
56834,1273,9,275
6570,139,377,168
17399,375,6262,36
40377,888,1707,596
55165,1230,1790,5
38506,842,10556,205
34943,762,227,61
7897,168,3686,750
46076,1022,2823,1052
24417,530,7822,23
60222,1354,207,155
27467,598,1375,309
38950,852,291,301
46540,1033,55,1490
43453,961,2840,87
62812,1414,1632,829
85040,1922,17622,30
6312,132,2440,178
33030,719,728,64
80642,1822,4457,18
90828,2053,8646,356
31139,680,357,877
55981,1247,331,165
26732,580,8273,529
17828,387,4732,2582
73899,1667,8002,13
37993,831,4156,2614
24592,534,299,328
48133,1069,11139,212
78898,1785,1738,835
27149,590,316,37
85206,1926,1062,711
34999,763,493,308
53408,1189,310,404
27599,603,707,505
31981,697,80,666
88951,2013,486,167
10163,218,868,1952
85229,1926,10214,418
66843,1504,70,2775
12508,270,5029,1
10498,227,67,1690
48216,1071,328,810
7509,157,3477,71
59622,1340,707,446
61659,1385,5565,102
45632,1012,504,159
41896,924,11079,114
90437,2044,206,40
87614,1983,1042,122
24486,532,779,106
6407,134,2990,60
6966,147,67,1165
17357,375,288,144
48443,1076,331,119
79944,1806,8027,298
19010,412,5745,32
29764,651,8893,135
32161,700,545,506
6405,134,2548,287
10781,232,1104,462
88443,2001,707,4985
75247,1699,378,161
85086,1923,13436,772
60959,1371,14175,188
2559,54,1600,46
82863,1871,525,94
57615,1289,3693,1791
33327,726,374,31
10350,224,67,243
66617,1499,15009,597
47546,1056,295,220
82679,1866,1246,1509
73507,1659,788,635
34437,751,234,183
47673,1058,802,578
28338,620,344,303
53977,1200,1153,310
87544,1982,233,178
67286,1514,5073,155
81090,1831,428,739
65855,1483,498,145
57194,1280,173,709
42955,950,1414,205
21264,461,7139,23
36337,794,1358,63
82925,1872,5140,301
91772,2075,1244,261
19307,418,6678,1196
59351,1332,1457,532
34565,753,2859,608
32788,714,1075,433
57394,1284,1099,382
53762,1196,708,187
12998,282,2343,331
65390,1472,14732,91
50415,1121,12447,16
2469,53,289,267
63278,1425,14474,751
23214,502,679,983
51905,1155,1627,1293
6527,137,246,2213
12943,281,3471,41
10012,215,2531,38
81431,1839,922,179
19040,413,316,154
83698,1892,348,104
55027,1226,542,413
83,3,134,77
32083,699,227,316
479,11,465,1006
21253,461,7128,955
62085,1396,918,1680
76835,1736,97,434
45668,1014,301,2
16195,349,5972,309
23491,509,488,75
21424,465,154,647
28565,624,8662,416
42330,933,1545,308
7422,156,170,185
17136,368,6212,330
25936,563,8127,483
42825,946,6793,200
82670,1866,540,929
40216,885,309,181
20984,456,1681,240
91563,2069,1231,230
14708,318,5627,261
83534,1888,17419,113
60127,1352,370,167
1337,29,1034,150
81573,1842,7,101
91630,2070,16891,59
27869,608,8556,19
88534,2004,39,178
47971,1065,1098,6
21879,474,907,142
83938,1897,11685,137
65236,1469,1412,14
32305,704,2236,20
9809,211,191,133
2764,59,7,1410
71338,1608,229,327
27557,602,2580,933
37569,823,504,896
17732,385,498,23970
20051,435,5208,882
75511,1704,3966,37
50155,1114,320,290
83983,1898,2392,651
40714,897,730,64
43835,969,67,160
29656,649,1854,733
41118,907,735,399
72604,1639,707,1523
11989,259,4904,125
10408,225,949,1141
10871,234,2698,727
89160,2017,3738,226
57566,1288,13687,474
62402,1404,632,551
8610,183,3892,135
23522,509,4995,10
48035,1067,8713,427
65087,1465,8589,527
4667,99,72,5915
56519,1263,7448,392
52674,1173,1827,325
48103,1069,326,159
8832,189,494,462
68240,1537,89,26
48923,1086,6710,160
33967,738,5689,478
57085,1278,161,42
18106,394,1412,210
5761,121,2987,44
85742,1938,17752,250
80328,1816,366,234
40599,893,10885,124
29419,643,8827,208
21683,470,298,557
14069,305,294,2215
49697,1104,192,239
77844,1761,16520,51
88953,2013,604,216
59989,1349,617,112
19106,414,915,247
84449,1909,209,554
35413,773,154,3172
36352,794,2852,24
84794,1918,70,43
26575,577,7026,28
51593,1148,12670,66
90005,2035,9545,119
62710,1411,3302,78
79038,1788,701,710
27581,602,8470,198
47778,1061,12050,1029
142,4,186,236
46797,1038,187,277
62609,1408,7038,2
89547,2025,917,1062
53182,1184,3080,108
38895,851,289,4124
80792,1825,816,319
66058,1488,1132,6
33660,732,3502,1348
22078,478,1206,2437
47885,1063,12076,67
2966,63,163,147
22000,476,1379,1300
27002,586,2765,157
22507,488,227,259
28712,628,1988,121
11745,254,4850,367
44344,982,757,134
44149,978,920,604
42978,950,7100,184
16188,349,5965,410
324,8,341,794
87969,1991,9672,160
20452,443,6946,1968
14834,321,1672,64
29193,639,1398,88
51949,1156,154,3310
32450,707,2982,13
37118,813,10312,181
47377,1052,7324,126
11607,252,323,2972
39950,876,10767,89
81658,1844,1239,203
67990,1532,67,9630
86038,1948,302,83
46199,1025,250,849
74077,1672,173,244
61734,1387,982,144
88504,2003,3411,94
84881,1919,5417,63
10495,226,4513,125
28801,631,917,1834
64468,1452,1045,151
9358,202,840,465
69061,1556,3940,447
48301,1073,613,811
1751,38,1090,64
31823,693,9318,90
26836,582,8299,1274
39819,874,1126,276
83811,1895,314,1194
87429,1979,5149,81
43568,963,7452,22
3871,82,604,134
20870,454,520,314
64401,1451,292,757
14071,305,299,105
86207,1951,4199,235
70918,1596,4180,36
50374,1120,485,43
52957,1180,329,72
20423,443,212,274
49052,1089,154,190
25070,544,7886,365
48937,1086,12215,389
47889,1063,12080,53
78674,1781,1242,59
60737,1366,540,292
28245,618,8612,236
5864,123,3044,321
65849,1483,333,42
42366,934,630,94
75859,1711,5079,1304
24150,523,2815,2
19150,415,646,506
8564,182,3883,219
24393,530,2534,22
34854,760,951,383
1449,31,1088,40
73877,1667,203,9
8725,186,300,451
54354,1211,13174,95
87731,1986,8386,283
44348,982,1410,94
28276,619,154,502
82331,1859,10847,1
46161,1024,1099,840
26349,573,903,72
6613,139,3246,117
85847,1942,1072,7482
79733,1802,3754,2186
13961,303,56,422
24308,527,1934,580
11105,240,295,108
76836,1736,161,303
85947,1946,300,381
7762,163,3609,209
5705,120,1459,475
56930,1274,9926,148
35934,786,1789,173
27504,601,4365,541
31064,678,2352,400
88372,1999,3901,735
44358,982,3703,87
68200,1536,917,10011
27053,587,514,1519
41695,919,5926,209
78818,1784,342,384
90442,2044,418,38
43938,972,154,378
64045,1443,166,45
91994,2080,616,719
28868,632,2018,456
50349,1120,257,83
89465,2023,1456,248
36144,790,2395,359
39993,877,10770,411
1445,31,1084,52
82393,1860,5689,329
58914,1321,13844,84
15287,331,2025,186
10373,224,993,311
29115,637,7214,65
31392,685,333,1281
19551,424,2014,459
63801,1438,366,707
67537,1519,8155,86
81116,1831,4793,445
17208,370,221,1007
40644,895,5488,207
33527,730,86,1152
48631,1080,2984,25
35896,785,2121,58
22788,494,292,1396
84035,1899,1145,223
81525,1841,24,122
17401,376,201,118
68765,1547,15263,122
65062,1465,679,1070
91765,2075,985,148
40100,881,10806,60
15395,333,2523,99
52232,1161,12804,501
71458,1614,2708,952
29634,649,707,55
75737,1709,717,215
27702,605,229,570
38302,838,5806,186
85167,1925,2210,125
77568,1754,1261,502
16084,347,5935,1811
58385,1308,299,1969
33198,722,333,2871
15972,345,1512,26
1251,28,59,8
25288,549,203,680
89612,2027,3927,143
60812,1367,14143,289
37942,830,714,446
72879,1644,13995,14
12220,264,722,984
92437,2092,199,764
59460,1335,13951,115
7142,150,349,52
45680,1014,1037,3
37151,814,1047,472
78931,1786,1447,61
8441,180,3803,40
68229,1536,3624,33
87437,1980,217,55
36869,807,10245,60
58632,1313,858,377
890,20,776,100
60543,1362,3737,1176
70439,1587,172,1374
43183,954,11334,64
80523,1820,55,153
62882,1418,89,75414
18217,396,1793,450
26834,582,8297,1392
86442,1957,330,429
28616,625,8672,305
65661,1478,466,3578
67738,1524,15182,333
81208,1833,1596,174
16503,356,1188,1440
31428,686,51,719
84838,1918,17614,19
13375,291,1459,2582
49206,1092,302,1676
7436,156,455,12
13432,292,959,238
44033,975,10900,1017
72175,1628,3319,537
17964,391,1182,643
32690,712,309,1
68193,1536,198,324
79627,1800,5978,5
40577,893,6819,133
42890,949,1180,331
80961,1828,908,603
89387,2022,291,161
53702,1195,1964,7280
20800,452,2552,19
26542,577,72,854
1969,43,70,192
77112,1743,2204,724
81478,1840,289,485
49804,1107,507,4228
5202,109,2786,222
55630,1239,609,357
50846,1132,65,502
20487,444,6963,392
56444,1261,1767,222
22979,497,2020,142
19589,425,342,275
26880,583,4948,318
29603,647,2289,408
43035,952,67,198
74248,1677,512,3813
64212,1446,538,278
76678,1730,16361,536
964,22,815,1451
9467,204,4195,436
14022,304,190,23
30437,666,867,160
941,21,795,183
73113,1650,4188,2239
25520,553,8002,75
19174,416,2043,80
35625,779,722,179
92448,2092,427,445
35289,770,701,1171
31241,682,344,4126
46254,1026,854,539
79732,1802,3616,635
84130,1902,10226,301
44103,977,630,33
15546,336,5794,822
15987,345,5925,59
39014,853,680,171
76155,1720,8945,1135
60978,1372,217,153
80478,1819,251,34
13704,297,5418,405
40446,889,10846,419
74162,1674,1246,196
32313,704,6618,264
49512,1100,2624,332
72743,1642,511,318
60441,1358,1131,242
57408,1284,4865,1031
67557,1520,444,107
35834,784,1164,436
7901,168,3690,471
89927,2033,5147,253
91196,2061,317,46
9255,200,227,203
42755,943,599,37
25980,565,6915,62
14648,317,4541,461
12122,262,4949,427
76837,1736,227,1163
73942,1669,957,53
54531,1215,1772,706
48725,1082,7170,407
89209,2018,465,86
25756,560,512,1352
30924,675,9203,490
24134,523,448,2
53059,1182,625,1545
92595,2095,8452,113
63094,1422,412,1825
62327,1402,9818,48
47177,1047,11982,152
42440,935,11189,99
83979,1898,972,769
48385,1074,6709,142
72820,1643,8995,1010
33778,735,157,523
32025,698,63,2677
44884,996,11645,208
20380,442,907,51
90713,2051,3299,1
56180,1254,2605,316
38188,836,689,221
39736,871,2582,563
89539,2025,163,1555
14625,317,734,1479
23704,513,1988,295
29426,644,152,112
35167,767,3237,872
37646,824,857,26
22430,486,291,17
17656,383,182,127
30693,671,2080,201
29317,641,6453,1333
77650,1757,89,1910
7440,156,604,11
92071,2081,6374,248
74264,1677,4225,283
10722,231,466,454
32087,699,852,557
73550,1660,917,180
44890,996,11651,137
67760,1525,386,58
70495,1588,1459,510
89621,2027,7723,286
39475,863,1400,143
58767,1318,89,6550
70150,1581,1958,663
43364,959,1384,516
29098,637,1372,38
44540,987,289,582
50165,1114,471,256
72507,1637,615,1738
20475,444,2030,95
26737,580,8278,343
14218,308,707,1204
43394,960,328,55
29050,636,465,207
18862,409,4543,26
33429,728,207,588
14458,313,5584,106
84866,1919,2128,40
75139,1696,710,27
51530,1147,7101,94
30312,663,9104,185
20612,447,7032,182
53140,1183,5630,468
45435,1008,3718,388
50249,1118,190,11403
65602,1477,14742,12
23831,516,173,805
59431,1335,1164,68
5466,116,248,813
8159,174,3754,107
22991,498,239,997
34259,746,1745,236
77490,1752,10695,182
64249,1447,302,621
70929,1597,56,286
75539,1705,420,811
31344,684,325,638
16013,346,412,1059
7578,159,247,803
7234,152,461,446
18522,402,951,944
17065,367,816,171
6429,135,352,705
90328,2041,7837,210
50521,1123,10214,395
64719,1457,466,1901
47375,1052,6037,96
72838,1644,163,6
30246,662,1378,2402
4986,105,2669,283
3952,83,2329,543
51624,1149,1726,14
74807,1689,2297,292
37053,812,2209,304
12085,261,4937,538
6582,139,536,869
68871,1552,468,1
55830,1244,1244,1043
88749,2008,439,613
37426,820,10341,19
76274,1722,8020,112
12641,274,5077,910
3359,71,2013,86
44198,979,709,309
30008,657,3833,336
87244,1976,1151,357
16972,365,6158,15
41487,914,3558,363
54763,1221,4188,26
87446,1980,511,22
6775,143,389,1336
28306,619,1512,1161
41680,919,1181,229
29245,640,1244,278
12640,274,5076,1365
36400,795,686,142
35285,770,525,353
1813,39,1291,51
54013,1202,601,564
11134,240,1464,76
32592,710,193,37
81596,1842,1044,124
26455,575,191,100
62731,1411,14401,44
65220,1469,533,68
45590,1011,1035,453
56458,1261,13540,225
8044,172,1206,619
16037,346,1988,485
61209,1376,4255,26
76247,1722,306,49
9689,208,4283,44
19484,423,717,146
31835,694,859,332
84503,1910,423,3655
70741,1593,317,111
9000,193,72,385
47639,1057,12038,136
23740,514,340,246
72172,1628,2083,329
53877,1198,686,229
27224,592,1788,11232
54226,1209,1005,40
84033,1899,961,6318
42470,936,2668,1146
50131,1113,11067,176
41213,909,292,53
53955,1200,212,319
11582,251,4795,170
24986,543,72,910
71559,1616,490,173
56710,1270,2850,128
74133,1674,190,648
22272,482,173,806
68758,1547,5237,409
89602,2027,548,345
56157,1253,7706,381
80246,1814,1098,235
88390,2000,330,7752
52733,1174,5008,450
29640,649,843,29
69707,1572,455,389
60943,1371,14159,557
78116,1769,461,266
65438,1473,14734,232
77106,1743,1670,1838
17795,386,6368,136
4332,91,2026,7662
38061,832,10475,79
76725,1732,16371,17
10848,234,88,415
48140,1070,65,300
45282,1005,1946,1908
58053,1299,3460,146
11598,252,89,2078
37444,820,10359,10
40081,881,4375,184
30668,670,5045,2197
56731,1270,13582,65
90511,2045,4887,255
36155,790,10057,423
15960,345,585,26
61966,1393,14295,315
26692,580,188,326
76041,1718,430,281
16412,354,346,4
90516,2045,7008,645
10828,233,1249,162
52160,1160,1192,565
53331,1187,11420,236
79981,1807,11614,23
64047,1443,227,66
62352,1403,533,458
46691,1036,97,655
82083,1854,17104,140
60881,1369,458,39
83779,1894,1037,883
19055,413,900,144
72470,1636,701,25
45324,1006,231,304
73466,1658,5140,479
41165,908,1263,37
52418,1166,12839,33
56392,1259,2794,409
85309,1929,1001,1098
91291,2064,302,116
56627,1265,13560,91
79408,1796,89,2326
84803,1918,235,22
75782,1710,407,187
44366,982,5348,91
41904,925,154,863
64836,1459,14649,91
35580,778,304,1621
87355,1978,1369,337
14147,306,1713,611
74931,1691,6047,198
41364,912,919,1008
36730,805,562,30
38094,834,10489,192
9220,198,1216,590
34058,741,1377,272
36295,793,959,293
17829,387,4883,6470
23896,517,2408,145
88139,1995,355,2306
21170,460,81,212
43172,954,4296,688
17606,382,1610,746
80593,1821,333,210
12095,261,4947,321
86175,1950,3744,402
52109,1159,808,457
4130,87,320,42
50448,1122,300,52
55774,1243,856,134
73253,1654,5414,260
59025,1324,1528,103
80009,1808,288,1840
13001,282,2446,504
13393,291,5277,29
17632,382,6327,836
48569,1079,3455,1050
24425,531,55,206
53353,1188,292,1010
66117,1489,536,292
27929,609,1954,553
35558,777,9973,123
13389,291,5273,54
14653,317,5617,1040
75140,1696,718,28
55848,1244,13419,787
75461,1703,1104,82
42637,940,8043,822
49187,1091,12277,626
78053,1768,288,280
91593,2070,412,140
26344,573,301,66
72157,1628,543,18907
9792,210,4305,124
32268,703,2176,10
26810,582,1557,1334
253,7,257,5188
78232,1771,536,118
66277,1492,8887,17
90739,2052,187,1047
58619,1313,154,298
8003,171,2521,86
91546,2069,475,127
62378,1403,5948,467
14042,304,1824,136
50161,1114,416,265
68220,1536,1527,105
70243,1583,429,452
43769,967,4189,137
84342,1906,15485,84
61368,1380,65,88
23220,502,1037,239
80975,1829,67,354
85533,1934,17718,43
5532,117,253,262
43003,951,1314,621
88259,1997,1400,130
89400,2022,726,209
86497,1958,487,60
52649,1173,76,397
31264,682,1452,180
49444,1099,72,1996
30415,665,2531,170
36823,807,374,846
59932,1348,461,219
7300,153,3410,206
59475,1336,159,4440
16844,362,6123,291
9007,193,331,4691
60840,1368,349,231
73008,1648,485,78
52512,1170,709,164
32503,708,3351,9
88135,1995,220,848
24959,541,1873,1019
65405,1473,691,54
61190,1376,537,37
15723,340,299,204
80023,1808,311,842
44594,989,261,212
1593,34,1162,208
19050,413,641,276
66411,1495,6421,13
57715,1292,65,9
90717,2051,7626,1
72424,1635,2580,121
75911,1712,1369,1529
28755,629,1553,408
80990,1829,333,319
69683,1572,285,1611
89779,2030,18330,99
83863,1896,964,155
38054,832,9125,115
2078,45,332,139
9634,207,4252,546
17385,375,1934,259
46545,1033,180,748
13440,292,1426,225
31381,685,199,1013
51898,1155,440,218
46072,1022,1803,713
45131,1002,279,85
61972,1394,154,242
15754,340,5844,521
11381,247,4749,205
80091,1809,2343,445
42962,950,2343,864
55126,1229,641,110
80332,1816,432,211
72635,1639,15767,533
71008,1599,6199,230
66958,1506,432,223
39314,860,3364,558
27035,586,8342,8
76034,1718,295,318
68918,1553,14645,188
88444,2001,710,631
53394,1188,13008,1028
71114,1601,12668,342
57340,1283,290,738
86430,1956,17880,197
11808,256,288,4882
32047,698,727,3731
16956,365,3703,27
30568,668,4850,775
843,18,733,215
3837,81,2236,193
54882,1223,1106,1039
32832,715,917,14003
48324,1073,12112,942
6743,142,3279,237
84350,1907,1787,306
54805,1221,13261,19
42351,934,154,266
34408,750,1116,107
11060,238,4630,4431
69452,1565,629,400
64293,1449,211,94
19077,414,293,286
23438,508,7559,60
10501,227,288,1575
21273,462,223,254
84707,1915,691,32
86531,1958,17889,56
76470,1726,1032,95
91889,2078,234,972
733,16,662,166
79338,1794,12620,552
31515,687,9267,13
10292,220,4450,54
6926,146,298,457
47952,1065,300,28
26525,576,8213,61
47026,1042,1043,592
22190,480,1017,268
75828,1710,16203,85
26686,579,8258,87
66371,1494,5249,4
27747,606,154,5308
31422,685,5667,1007
61418,1381,65,402
27463,598,686,348
81922,1850,17079,262
82716,1867,6560,8
31480,687,875,49
17329,372,2956,171
23841,516,522,1418
21952,475,1652,232
26594,578,324,107
49943,1110,489,284
82301,1858,2343,128
12725,277,227,1180
79191,1791,891,304
91231,2061,8718,24
26939,584,8318,540
5071,107,517,3398
84630,1912,17547,105
79304,1793,16696,517
37328,818,209,472
53062,1182,748,7966
59975,1349,220,178
38142,835,1804,86
39592,868,89,90
77482,1752,7324,721
89013,2014,1249,157
8357,178,3786,345
81619,1842,8589,177
66225,1491,1978,401
23378,506,7518,91
4487,95,461,208
18413,400,306,386
90686,2051,216,1
65144,1467,367,1780
84772,1917,4566,2
71374,1608,4706,77
33787,735,518,45
3063,64,1851,138
4491,95,525,57
18593,403,6546,195
15674,339,298,414
83935,1897,7338,231
4267,90,230,93
53270,1186,485,460
32853,715,3476,316
76951,1740,1222,491
74300,1678,333,204
53757,1196,542,163
5361,113,2848,832
87436,1980,204,76
30136,660,3966,85
4684,99,424,56
88116,1994,1804,74
86555,1959,526,344
36403,795,907,274
69944,1577,377,797
73739,1664,207,199
49251,1093,883,112
80643,1822,4821,36
91859,2077,918,121
91564,2069,1246,233
49227,1092,2546,955
67820,1527,3859,70
24114,521,4375,351
21620,469,173,191
40863,900,1904,541
39095,855,207,28108
31813,693,9308,275
37146,814,693,151
59079,1325,1974,324
19273,418,217,345
68574,1544,292,316
24038,520,238,114
24639,535,472,146
75732,1709,163,492
69209,1559,1045,1157
57402,1284,2667,2490
55277,1232,1089,96
67973,1531,13971,256
72042,1626,245,142
85090,1923,17627,623
85857,1942,2487,2184
680,15,614,351
53413,1189,349,260
87018,1971,17939,3430
36751,805,6762,420
49497,1100,615,381
35640,779,2533,66
36797,806,3198,253
59790,1345,1464,127
2785,59,710,419
649,14,598,601
69259,1560,1247,143
90750,2052,1415,1517
15113,328,182,217
1512,33,1098,964
34505,752,3027,367
54863,1223,93,583
23630,512,371,431
6600,139,2379,148
69680,1572,89,1343
2751,58,1687,28
24531,533,340,361
17290,371,6241,111
68276,1537,5119,224
88558,2004,1179,87
5414,114,2861,22
57548,1288,1186,266
80861,1826,3186,319
73146,1652,257,243
46977,1041,2836,42
28708,628,1242,144
26832,582,8295,1859
90972,2056,15685,11
14722,319,1645,2067
65715,1479,2187,108
75273,1699,16114,168
10318,223,362,1476
56514,1263,3873,452
12958,281,5168,10
87749,1987,734,307
86627,1961,6631,3207
1396,30,1056,109
92761,2099,14230,122
61215,1376,6461,5
29253,640,1803,231
59777,1345,987,35
32804,714,5586,97
47760,1061,3024,211
57752,1292,4294,14
9119,195,986,42
59621,1340,706,401
15697,339,542,343
16708,360,6081,59
89314,2020,969,128
78716,1782,475,45
2814,60,103,107
86761,1964,2134,1405
21372,464,225,129
86883,1968,7,264
54365,1212,167,282
44021,975,1854,1297
2269,49,289,137
66744,1502,84,150
7600,159,792,3105
60958,1371,14174,197
25910,563,2896,443
64315,1449,1422,304
60603,1363,1710,2914
48674,1081,7199,51
13983,303,859,406
75786,1710,1124,92
86751,1964,1090,3425
76181,1721,585,77
34664,756,1090,39
62319,1402,3481,99
16527,356,6011,2343
6127,129,296,608
35102,765,618,712
57319,1282,3317,157
79571,1799,295,290
34049,741,536,356
46025,1021,1242,202
23,2,74,2547
62467,1405,2424,2568
74072,1671,15989,196
90151,2038,352,157
49135,1090,12268,2
7286,153,1375,259
5081,107,954,4268
24225,525,7777,335
90894,2055,407,999
37864,829,154,288
23329,504,5067,199
56053,1248,11240,193
18127,394,5594,66
36940,809,349,428
90423,2043,6772,625
43011,951,6016,1217
57727,1292,546,55
13045,283,5185,94
8907,190,3976,553
21700,470,526,611
42224,931,1412,169
61596,1384,1505,2244
17889,388,6393,1869
32906,716,1858,1514
13988,303,1406,152
43441,961,331,189
9535,205,4230,1125
19228,417,288,780
30160,660,9026,94
75544,1705,439,1645
20017,434,6836,5
19731,428,627,1181
